,EquipoAnf,EquipoVis,ResulAnf,ResulVis,Fecha,Estadio,Ciudad,Arbitro,Provincia,tmed,prec
4184,Mallorca,Espanyol,1,0,2011-08-28,Son Moix,Palma,Pérez Montero,ILLES BALEARS,23.355555555555554,0.0
4185,Getafe,Levante,1,1,2011-08-28,Coliseum Alfonso Pérez,Getafe,Iglesias Villanueva,MADRID,21.653846153846153,0.0
4186,Atlético de Madrid,Osasuna,0,0,2011-08-28,Vicente Calderón,Madrid,Ayza Gámez,MADRID,21.653846153846153,0.0
4187,Sevilla,Málaga,2,1,2011-08-28,Ramón Sánchez Pizjuán,Sevilla,Delgado Ferreiro,SEVILLA,26.919999999999998,0.0
4188,Zaragoza,Real Madrid,0,6,2011-08-28,La Romareda,Zaragoza,Muñiz Fernández,ZARAGOZA,22.0,0.0
4189,Barcelona,Villarreal,5,0,2011-08-29,Camp Nou,Barcelona,Turienzo Álvarez,BARCELONA,24.46666666666667,0.0
4190,Villarreal,Sevilla,2,2,2011-09-10,El Madrigal,Villarreal,Teixeira Vitienes,CASTELLON,24.166666666666668,0.0
4191,Real Sociedad,Barcelona,2,2,2011-09-10,Anoeta,San Sebastián,Mateu Lahoz,GIPUZKOA,23.32,0.0
4192,Real Madrid,Getafe,4,2,2011-09-10,Santiago Bernabéu,Madrid,Clos Gómez,MADRID,23.187500000000004,0.0
4193,Valencia,Atlético de Madrid,1,0,2011-09-10,Mestalla,Valencia,González González,VALENCIA,24.23333333333333,0.0
4194,Espanyol,Athletic Club,2,1,2011-09-11,Cornellá - El Prat,Cornellá de Llobregat,Velasco Carballo,BARCELONA,24.0,0.0
4195,Racing de Santander,Levante,0,0,2011-09-11,Campos de Sport de El Sardinero,Santander,Undiano Mallenco,CANTABRIA,19.240000000000002,0.0
4196,Rayo Vallecano,Zaragoza,0,0,2011-09-11,Estadio de Vallecas Teresa Rivero (Estadio de Vallecas Teresa Rivero),Madrid,Álvarez Izquierdo,MADRID,20.700000000000003,0.0
4197,Osasuna,Sporting de Gijón,2,1,2011-09-11,Reyno de Navarra,Pamplona,Fernández Borbalán,NAVARRA,19.939999999999998,0.0
4198,Betis,Mallorca,1,0,2011-09-11,Benito Villamarín,Sevilla,Del Cerro Grande,SEVILLA,24.5,0.0
4199,Málaga,Granada,4,0,2011-09-12,La Rosaleda,Málaga,Ayza Gámez,MALAGA,25.71666666666667,0.0
4200,Sporting de Gijón,Valencia,0,1,2011-09-17,El Molinón,Gijón,Delgado Ferreiro,ASTURIAS,15.337499999999999,2.3625000000000003
4201,Barcelona,Osasuna,8,0,2011-09-17,Camp Nou,Barcelona,Muñiz Fernández,BARCELONA,23.419999999999998,0.12
4202,Granada,Villarreal,1,0,2011-09-17,Nuevo Los Cármenes,Granada,Estrada Fernández,GRANADA,23.839999999999996,0.0
4203,Mallorca,Málaga,0,1,2011-09-17,Son Moix,Palma,Pérez Lasa,ILLES BALEARS,24.25,0.02
4204,Sevilla,Real Sociedad,1,0,2011-09-17,Ramón Sánchez Pizjuán,Sevilla,Teixeira Vitienes,SEVILLA,25.4,0.0
4205,Athletic Club,Betis,2,3,2011-09-18,San Mamés,Bilbao,Ayza Gámez,BIZKAIA,17.14,9.76
4206,Getafe,Rayo Vallecano,0,1,2011-09-18,Coliseum Alfonso Pérez,Getafe,Pérez Montero,MADRID,16.923076923076927,0.0
4207,Atlético de Madrid,Racing de Santander,4,0,2011-09-18,Vicente Calderón,Madrid,Iglesias Villanueva,MADRID,16.923076923076927,0.0
4208,Levante,Real Madrid,1,0,2011-09-18,Ciutat de Valencia,Valencia,Turienzo Álvarez,VALENCIA,20.96666666666667,0.0
4209,Zaragoza,Espanyol,2,1,2011-09-18,La Romareda,Zaragoza,Paradas Romero,ZARAGOZA,15.6,0.0
4210,Villarreal,Mallorca,2,0,2011-09-20,El Madrigal,Villarreal,González González,CASTELLON,18.933333333333334,0.0
4211,Real Sociedad,Granada,1,0,2011-09-20,Anoeta,San Sebastián,Álvarez Izquierdo,GIPUZKOA,16.94,0.0
4212,Osasuna,Sevilla,0,0,2011-09-20,Reyno de Navarra,Pamplona,Del Cerro Grande,NAVARRA,20.125,0.0
4213,Racing de Santander,Real Madrid,0,0,2011-09-21,Campos de Sport de El Sardinero,Santander,Fernández Borbalán,CANTABRIA,16.82,0.0
4214,Atlético de Madrid,Sporting de Gijón,4,0,2011-09-21,Vicente Calderón,Madrid,Iturralde González,MADRID,20.469230769230766,0.0
4215,Rayo Vallecano,Levante,1,2,2011-09-21,Estadio de Vallecas Teresa Rivero,Madrid,Clos Gómez,MADRID,20.469230769230766,0.0
4216,Málaga,Athletic Club,1,0,2011-09-21,La Rosaleda,Málaga,Teixeira Vitienes,MALAGA,22.471428571428568,0.0
4217,Valencia,Barcelona,2,2,2011-09-21,Mestalla (Mestalla),Valencia,Velasco Carballo,VALENCIA,21.116666666666667,0.0
4218,Espanyol,Getafe,1,0,2011-09-22,Cornellá - El Prat,Cornellá de Llobregat,Undiano Mallenco,BARCELONA,22.46,0.0
4219,Betis,Zaragoza,4,3,2011-09-22,Benito Villamarín,Sevilla,Mateu Lahoz,SEVILLA,23.099999999999998,0.0
4220,Barcelona,Atlético de Madrid,5,0,2011-09-24,Camp Nou,Barcelona,Delgado Ferreiro,BARCELONA,19.8,4.36
4221,Athletic Club,Villarreal,1,1,2011-09-24,San Mamés,Bilbao,Iglesias Villanueva,BIZKAIA,20.14,0.02
4222,Real Madrid,Rayo Vallecano,6,2,2011-09-24,Santiago Bernabéu,Madrid,Paradas Romero,MADRID,17.807692307692307,0.0
4223,Sevilla,Valencia,1,0,2011-09-24,Ramón Sánchez Pizjuán,Sevilla,Muñiz Fernández,SEVILLA,20.98,0.0
4224,Sporting de Gijón,Racing de Santander,0,0,2011-09-25,El Molinón,Gijón,Pérez Montero,ASTURIAS,17.3875,0.0
4225,Granada,Osasuna,1,1,2011-09-25,Nuevo Los Cármenes,Granada,Teixeira Vitienes,GRANADA,19.9,0.0
4226,Mallorca,Real Sociedad,2,1,2011-09-25,Son Moix,Palma,Ayza Gámez,ILLES BALEARS,21.8,0.02
4227,Levante,Espanyol,3,1,2011-09-25,Ciutat de Valencia,Valencia,Pérez Lasa,VALENCIA,20.683333333333334,0.0
4228,Zaragoza,Málaga,0,0,2011-09-25,La Romareda,Zaragoza,Estrada Fernández,ZARAGOZA,20.64,0.0
4229,Getafe,Betis,1,0,2011-09-26,Coliseum Alfonso Pérez (Coliseum Alfonso Pérez),Getafe,Turienzo Álvarez,MADRID,19.438461538461535,0.0
4230,Racing de Santander,Rayo Vallecano,1,1,2011-10-01,Campos de Sport de El Sardinero,Santander,Mateu Lahoz,CANTABRIA,20.48,0.0
4231,Villarreal,Zaragoza,2,2,2011-10-01,El Madrigal,Villarreal,Del Cerro Grande,CASTELLON,19.133333333333336,0.0
4232,Málaga,Getafe,3,2,2011-10-01,La Rosaleda,Málaga,Álvarez Izquierdo,MALAGA,22.942857142857143,0.0
4233,Osasuna,Mallorca,2,2,2011-10-01,Reyno de Navarra,Pamplona,Velasco Carballo,NAVARRA,19.824999999999996,0.0
4234,Valencia,Granada,1,0,2011-10-01,Mestalla,Valencia,Iturralde González,VALENCIA,20.283333333333335,2.283333333333333
4235,Sporting de Gijón,Barcelona,0,1,2011-10-02,El Molinón,Gijón,Clos Gómez,ASTURIAS,21.085714285714285,0.0
4236,Espanyol,Real Madrid,0,4,2011-10-02,Cornellá - El Prat,Cornellá de Llobregat,Teixeira Vitienes,BARCELONA,20.883333333333336,0.0
4237,Real Sociedad,Athletic Club,1,2,2011-10-02,Anoeta,San Sebastián,Fernández Borbalán,GIPUZKOA,21.64,0.0
4238,Atlético de Madrid,Sevilla,0,0,2011-10-02,Vicente Calderón,Madrid,Undiano Mallenco,MADRID,18.04,0.0
4239,Betis,Levante,0,1,2011-10-02,Benito Villamarín,Sevilla,González González,SEVILLA,24.160000000000004,0.0
4240,Barcelona,Racing de Santander,3,0,2011-10-15,Camp Nou,Barcelona,Ayza Gámez,BARCELONA,18.640000000000004,0.0
4241,Granada,Atlético de Madrid,0,0,2011-10-15,Nuevo Los Cármenes,Granada,Turienzo Álvarez,GRANADA,19.22,0.0
4242,Mallorca,Valencia,1,1,2011-10-15,Son Moix,Palma,Paradas Romero,ILLES BALEARS,19.06666666666667,0.0
4243,Real Madrid,Betis,4,1,2011-10-15,Santiago Bernabéu,Madrid,Delgado Ferreiro,MADRID,17.56153846153846,0.0
4244,Getafe,Villarreal,0,0,2011-10-15,Coliseum Alfonso Pérez,Getafe,Teixeira Vitienes,MADRID,17.56153846153846,0.0
4245,Rayo Vallecano,Espanyol,0,1,2011-10-16,Estadio de Vallecas Teresa Rivero,Madrid,Iglesias Villanueva,MADRID,16.86923076923077,0.0
4246,Sevilla,Sporting de Gijón,2,1,2011-10-16,Ramón Sánchez Pizjuán,Sevilla,Pérez Lasa,SEVILLA,22.119999999999997,0.0
4247,Levante,Málaga,3,0,2011-10-16,Ciutat de Valencia,Valencia,Muñiz Fernández,VALENCIA,18.766666666666666,0.0
4248,Zaragoza,Real Sociedad,2,0,2011-10-16,La Romareda,Zaragoza,Pérez Montero,ZARAGOZA,16.58,0.0
4249,Athletic Club,Osasuna,3,1,2011-10-17,San Mamés,Bilbao,Estrada Fernández,BIZKAIA,18.12,0.0
4250,Sporting de Gijón,Granada,2,0,2011-10-22,El Molinón,Gijón,Iglesias Villanueva,ASTURIAS,14.085714285714287,0.14285714285714285
4251,Barcelona,Sevilla,0,0,2011-10-22,Camp Nou,Barcelona,Iturralde González,BARCELONA,16.442857142857143,1.1142857142857143
4252,Racing de Santander,Espanyol,0,1,2011-10-22,Campos de Sport de El Sardinero,Santander,Turienzo Álvarez,CANTABRIA,13.74,0.0
4253,Málaga,Real Madrid,0,4,2011-10-22,La Rosaleda,Málaga,Mateu Lahoz,MALAGA,17.185714285714287,12.885714285714286
4254,Villarreal,Levante,0,3,2011-10-23,El Madrigal,Villarreal,Delgado Ferreiro,CASTELLON,15.333333333333334,6.333333333333333
4255,Real Sociedad,Getafe,0,0,2011-10-23,Anoeta,San Sebastián,Estrada Fernández,GIPUZKOA,18.8,0.2
4256,Atlético de Madrid,Mallorca,1,1,2011-10-23,Vicente Calderón,Madrid,Fernández Borbalán,MADRID,12.516666666666667,7.308333333333333
4257,Osasuna,Zaragoza,3,0,2011-10-23,Reyno de Navarra,Pamplona,González González,NAVARRA,16.0,0.0
4258,Betis,Rayo Vallecano,0,2,2011-10-23,Benito Villamarín,Sevilla,Undiano Mallenco,SEVILLA,19.066666666666666,14.333333333333334
4259,Valencia,Athletic Club,1,1,2011-10-23,Mestalla,Valencia,Clos Gómez,VALENCIA,17.033333333333335,4.733333333333333
4260,Granada,Barcelona,0,1,2011-10-25,Nuevo Los Cármenes,Granada,Muñiz Fernández,GRANADA,13.440000000000001,0.04
4261,Sevilla,Racing de Santander,2,2,2011-10-25,Ramón Sánchez Pizjuán,Sevilla,Álvarez Izquierdo,SEVILLA,14.899999999999997,0.68
4262,Mallorca,Sporting de Gijón,1,2,2011-10-26,Son Moix,Palma,Del Cerro Grande,ILLES BALEARS,18.222222222222218,0.0
4263,Getafe,Osasuna,2,2,2011-10-26,Coliseum Alfonso Pérez,Getafe,Paradas Romero,MADRID,7.863636363636363,14.509090909090908
4264,Real Madrid,Villarreal,3,0,2011-10-26,Santiago Bernabéu,Madrid,Pérez Lasa,MADRID,7.863636363636363,14.509090909090908
4265,Rayo Vallecano,Málaga,2,0,2011-10-26,Estadio de Vallecas Teresa Rivero,Madrid,Ayza Gámez,MADRID,7.863636363636363,14.509090909090908
4266,Levante,Real Sociedad,3,2,2011-10-26,Ciutat de Valencia,Valencia,Iglesias Villanueva,VALENCIA,14.0,2.75
4267,Zaragoza,Valencia,0,1,2011-10-26,La Romareda,Zaragoza,Velasco Carballo,ZARAGOZA,11.24,2.2800000000000002
4268,Espanyol,Betis,1,0,2011-10-27,Cornellá - El Prat,Cornellá de Llobregat,Teixeira Vitienes,BARCELONA,16.371428571428574,35.84285714285715
4269,Athletic Club,Atlético de Madrid,3,0,2011-10-27,San Mamés,Bilbao,Teixeira Vitienes,BIZKAIA,17.02,8.08
4270,Barcelona,Mallorca,5,0,2011-10-29,Camp Nou,Barcelona,Pérez Montero,BARCELONA,17.766666666666666,0.03333333333333333
4271,Villarreal,Rayo Vallecano,2,0,2011-10-29,El Madrigal,Villarreal,Turienzo Álvarez,CASTELLON,14.766666666666666,1.1666666666666667
4272,Real Sociedad,Real Madrid,0,1,2011-10-29,Anoeta,San Sebastián,Undiano Mallenco,GIPUZKOA,13.98,0.02
4273,Valencia,Getafe,3,1,2011-10-29,Mestalla,Valencia,Fernández Borbalán,VALENCIA,15.766666666666666,21.400000000000002
4274,Sporting de Gijón,Athletic Club,1,1,2011-10-30,El Molinón,Gijón,González González,ASTURIAS,13.62857142857143,0.0
4275,Racing de Santander,Betis,1,0,2011-10-30,Campos de Sport de El Sardinero (Campos de Sport de El Sardinero),Santander,Clos Gómez,CANTABRIA,12.3,0.0
4276,Atlético de Madrid,Zaragoza,3,1,2011-10-30,Vicente Calderón,Madrid,Estrada Fernández,MADRID,13.184615384615382,0.007692307692307693
4277,Málaga,Espanyol,2,1,2011-10-30,La Rosaleda,Málaga,Delgado Ferreiro,MALAGA,18.014285714285712,0.0
4278,Osasuna,Levante,2,0,2011-10-30,Reyno de Navarra,Pamplona,Iturralde González,NAVARRA,14.725,0.0
4279,Sevilla,Granada,1,2,2011-10-31,Ramón Sánchez Pizjuán,Sevilla,Mateu Lahoz,SEVILLA,18.580000000000002,0.0
4280,Mallorca,Sevilla,0,0,2011-11-05,Son Moix,Palma,Teixeira Vitienes,ILLES BALEARS,14.73,14.459999999999999
4281,Betis,Málaga,0,0,2011-11-05,Benito Villamarín,Sevilla,Teixeira Vitienes,SEVILLA,12.620000000000001,0.08
4282,Levante,Valencia,0,2,2011-11-05,Ciutat de Valencia,Valencia,Del Cerro Grande,VALENCIA,11.983333333333334,1.0666666666666667
4283,Espanyol,Villarreal,0,0,2011-11-06,Cornellá - El Prat,Cornellá de Llobregat,Fernández Borbalán,BARCELONA,13.75,9.966666666666667
4284,Athletic Club,Barcelona,2,2,2011-11-06,San Mamés,Bilbao,Paradas Romero,BIZKAIA,14.24,44.7
4285,Granada,Racing de Santander,0,0,2011-11-06,Nuevo Los Cármenes,Granada,Velasco Carballo,GRANADA,10.82,0.06
4286,Rayo Vallecano,Real Sociedad,4,0,2011-11-06,Estadio de Vallecas Teresa Rivero,Madrid,Muñiz Fernández,MADRID,7.738461538461539,2.753846153846154
4287,Real Madrid,Osasuna,7,1,2011-11-06,Santiago Bernabéu,Madrid,Álvarez Izquierdo,MADRID,7.738461538461539,2.753846153846154
4288,Getafe,Atlético de Madrid,3,2,2011-11-06,Coliseum Alfonso Pérez,Getafe,Pérez Lasa,MADRID,7.738461538461539,2.753846153846154
4289,Zaragoza,Sporting de Gijón,2,2,2011-11-06,La Romareda,Zaragoza,Ayza Gámez,ZARAGOZA,11.149999999999999,3.15
4290,Barcelona,Zaragoza,4,0,2011-11-19,Camp Nou (Camp Nou),Barcelona,Undiano Mallenco,BARCELONA,12.879999999999999,5.5
4291,Villarreal,Betis,1,0,2011-11-19,El Madrigal,Villarreal,Muñiz Fernández,CASTELLON,13.700000000000001,56.53333333333334
4292,Valencia,Real Madrid,2,3,2011-11-19,Mestalla,Valencia,Teixeira Vitienes,VALENCIA,13.1,3.5
4293,Sporting de Gijón,Getafe,2,1,2011-11-20,El Molinón,Gijón,Turienzo Álvarez,ASTURIAS,14.033333333333333,0.03333333333333333
4294,Real Sociedad,Espanyol,0,0,2011-11-20,Anoeta,San Sebastián,Del Cerro Grande,GIPUZKOA,14.35,0.0
4295,Granada,Mallorca,2,2,2011-11-20,Nuevo Los Cármenes,Granada,Clos Gómez,GRANADA,11.25,3.5
4296,Atlético de Madrid,Levante,3,2,2011-11-20,Vicente Calderón,Madrid,Pérez Montero,MADRID,9.058333333333332,7.066666666666666
4297,Osasuna,Rayo Vallecano,0,0,2011-11-20,Reyno de Navarra,Pamplona,Iglesias Villanueva,NAVARRA,13.579999999999998,0.1
4298,Sevilla,Athletic Club,1,2,2011-11-20,Ramón Sánchez Pizjuán,Sevilla,Ayza Gámez,SEVILLA,11.52,6.459999999999999
4299,Racing de Santander,Málaga,1,3,2011-11-21,Campos de Sport de El Sardinero,Santander,Iturralde González,CANTABRIA,12.02,6.959999999999999
4300,Getafe,Barcelona,1,0,2011-11-26,Coliseum Alfonso Pérez,Getafe,Teixeira Vitienes,MADRID,8.715384615384616,0.0
4301,Real Madrid,Atlético de Madrid,4,1,2011-11-26,Santiago Bernabéu,Madrid,Mateu Lahoz,MADRID,8.715384615384616,0.0
4302,Rayo Vallecano,Valencia,1,2,2011-11-26,Estadio de Vallecas Teresa Rivero,Madrid,Estrada Fernández,MADRID,8.715384615384616,0.0
4303,Espanyol,Osasuna,1,2,2011-11-27,Cornellá - El Prat,Cornellá de Llobregat,González González,BARCELONA,10.38,0.0
4304,Athletic Club,Granada,0,1,2011-11-27,San Mamés,Bilbao,Undiano Mallenco,BIZKAIA,10.725,0.05
4305,Mallorca,Racing de Santander,2,1,2011-11-27,Son Moix,Palma,Fernández Borbalán,ILLES BALEARS,13.979999999999999,8.779999999999998
4306,Betis,Real Sociedad,2,3,2011-11-27,Benito Villamarín,Sevilla,Álvarez Izquierdo,SEVILLA,10.940000000000001,0.04
4307,Levante,Sporting de Gijón,4,0,2011-11-27,Ciutat de Valencia,Valencia,Paradas Romero,VALENCIA,11.799999999999999,1.5
4308,Zaragoza,Sevilla,0,1,2011-11-27,La Romareda (La Romareda),Zaragoza,Pérez Lasa,ZARAGOZA,6.0200000000000005,0.0
4309,Málaga,Villarreal,2,1,2011-11-28,La Rosaleda,Málaga,Velasco Carballo,MALAGA,14.533333333333337,0.0
4310,Barcelona,Rayo Vallecano,4,0,2011-11-29,Camp Nou,Barcelona,Pérez Lasa,BARCELONA,12.833333333333334,1.4000000000000001
4311,Sporting de Gijón,Real Madrid,0,3,2011-12-03,El Molinón,Gijón,Iturralde González,ASTURIAS,7.9375,0.175
4312,Barcelona,Levante,5,0,2011-12-03,Camp Nou,Barcelona,Teixeira Vitienes,BARCELONA,9.383333333333333,1.1333333333333333
4313,Racing de Santander,Villarreal,1,0,2011-12-03,Campos de Sport de El Sardinero,Santander,Pérez Montero,CANTABRIA,9.260000000000002,0.04
4314,Valencia,Espanyol,2,1,2011-12-03,Mestalla,Valencia,Velasco Carballo,VALENCIA,12.416666666666666,0.43333333333333335
4315,Real Sociedad,Málaga,3,2,2011-12-04,Anoeta,San Sebastián,Turienzo Álvarez,GIPUZKOA,12.75,7.3
4316,Granada,Zaragoza,1,0,2011-12-04,Nuevo Los Cármenes,Granada,Delgado Ferreiro,GRANADA,10.5,1.02
4317,Mallorca,Athletic Club,1,1,2011-12-04,Son Moix,Palma,Muñiz Fernández,ILLES BALEARS,13.833333333333332,0.03333333333333334
4318,Atlético de Madrid,Rayo Vallecano,3,1,2011-12-04,Vicente Calderón,Madrid,Clos Gómez,MADRID,4.539999999999999,0.15
4319,Osasuna,Betis,2,1,2011-12-04,Reyno de Navarra,Pamplona,Ayza Gámez,NAVARRA,9.120000000000001,1.7400000000000002
4320,Sevilla,Getafe,3,0,2011-12-05,Ramón Sánchez Pizjuán,Sevilla,Iglesias Villanueva,SEVILLA,9.84,0.0
4321,Real Madrid,Barcelona,1,3,2011-12-10,Santiago Bernabéu,Madrid,Fernández Borbalán,MADRID,2.9384615384615382,1.2153846153846155
4322,Betis,Valencia,2,1,2011-12-10,Benito Villamarín,Sevilla,Pérez Lasa,SEVILLA,9.559999999999999,4.4399999999999995
4323,Levante,Sevilla,1,0,2011-12-10,Ciutat de Valencia (Ciutat de Valencia),Valencia,Álvarez Izquierdo,VALENCIA,11.700000000000001,0.0
4324,Espanyol,Atlético de Madrid,4,2,2011-12-11,Cornellá - El Prat,Cornellá de Llobregat,Paradas Romero,BARCELONA,7.916666666666667,1.7166666666666668
4325,Athletic Club,Racing de Santander,1,1,2011-12-11,San Mamés,Bilbao,Del Cerro Grande,BIZKAIA,13.4,4.033333333333333
4326,Villarreal,Real Sociedad,1,1,2011-12-11,El Madrigal,Villarreal,Undiano Mallenco,CASTELLON,10.600000000000001,0.0
4327,Rayo Vallecano,Sporting de Gijón,1,3,2011-12-11,Estadio de Vallecas Teresa Rivero,Madrid,Mateu Lahoz,MADRID,4.261538461538462,0.19230769230769232
4328,Getafe,Granada,1,0,2011-12-11,Coliseum Alfonso Pérez,Getafe,González González,MADRID,4.261538461538462,0.19230769230769232
4329,Málaga,Osasuna,1,1,2011-12-11,La Rosaleda,Málaga,Estrada Fernández,MALAGA,14.233333333333333,0.0
4330,Zaragoza,Mallorca,0,1,2011-12-11,La Romareda,Zaragoza,Teixeira Vitienes,ZARAGOZA,4.959999999999999,0.0
4331,Sporting de Gijón,Espanyol,1,2,2011-12-17,El Molinón,Gijón,Ayza Gámez,ASTURIAS,5.757142857142857,14.000000000000002
4332,Athletic Club,Zaragoza,2,1,2011-12-17,San Mamés (San Mamés),Bilbao,Pérez Montero,BIZKAIA,9.8,35.324999999999996
4333,Mallorca,Getafe,1,2,2011-12-17,Son Moix,Palma,Iturralde González,ILLES BALEARS,11.629999999999999,0.3
4334,Sevilla,Real Madrid,2,6,2011-12-17,Ramón Sánchez Pizjuán (Ramón Sánchez Pizjuán),Sevilla,Clos Gómez,SEVILLA,8.919999999999998,0.0
4335,Racing de Santander,Real Sociedad,0,0,2011-12-18,Campos de Sport de El Sardinero,Santander,Velasco Carballo,CANTABRIA,6.08,9.72
4336,Granada,Levante,2,1,2011-12-18,Nuevo Los Cármenes,Granada,Del Cerro Grande,GRANADA,4.54,0.0
4337,Atlético de Madrid,Betis,0,2,2011-12-18,Vicente Calderón,Madrid,González González,MADRID,3.2916666666666665,0.008333333333333333
4338,Osasuna,Villarreal,2,1,2011-12-18,Reyno de Navarra,Pamplona,Delgado Ferreiro,NAVARRA,4.36,2.88
4339,Valencia,Málaga,2,0,2011-12-18,Mestalla,Valencia,Iglesias Villanueva,VALENCIA,9.85,0.0
4340,Racing de Santander,Zaragoza,1,0,2012-01-07,Campos de Sport de El Sardinero,Santander,Paradas Romero,CANTABRIA,10.260000000000002,0.24
4341,Real Sociedad,Osasuna,0,0,2012-01-07,Anoeta,San Sebastián,Teixeira Vitienes,GIPUZKOA,9.933333333333335,2.8000000000000003
4342,Real Madrid,Granada,5,1,2012-01-07,Santiago Bernabéu,Madrid,Muñiz Fernández,MADRID,7.038461538461538,0.015384615384615385
4343,Málaga,Atlético de Madrid,0,0,2012-01-07,La Rosaleda,Málaga,Teixeira Vitienes,MALAGA,13.966666666666669,0.0
4344,Levante,Mallorca,0,0,2012-01-07,Ciutat de Valencia,Valencia,Undiano Mallenco,VALENCIA,11.700000000000001,0.0
4345,Espanyol,Barcelona,1,1,2012-01-08,Cornellá - El Prat,Cornellá de Llobregat,Turienzo Álvarez,BARCELONA,7.1,0.0
4346,Villarreal,Valencia,2,2,2012-01-08,El Madrigal (El Madrigal),Villarreal,Fernández Borbalán,CASTELLON,8.0,0.0
4347,Rayo Vallecano,Sevilla,2,1,2012-01-08,Estadio de Vallecas Teresa Rivero,Madrid,González González,MADRID,6.4923076923076914,0.0
4348,Getafe,Athletic Club,0,0,2012-01-08,Coliseum Alfonso Pérez,Getafe,Álvarez Izquierdo,MADRID,6.4923076923076914,0.0
4349,Betis,Sporting de Gijón,2,0,2012-01-08,Benito Villamarín,Sevilla,Estrada Fernández,SEVILLA,10.48,0.0
4350,Granada,Rayo Vallecano,1,2,2012-01-14,Nuevo Los Cármenes,Granada,Ayza Gámez,GRANADA,6.4799999999999995,0.0
4351,Mallorca,Real Madrid,1,2,2012-01-14,Son Moix,Palma,Pérez Montero,ILLES BALEARS,9.69,0.02
4352,Sevilla,Espanyol,0,0,2012-01-14,Ramón Sánchez Pizjuán,Sevilla,Teixeira Vitienes,SEVILLA,9.54,0.0
4353,Valencia,Real Sociedad,0,1,2012-01-14,Mestalla,Valencia,Estrada Fernández,VALENCIA,9.583333333333334,0.0
4354,Zaragoza,Getafe,1,1,2012-01-14,La Romareda,Zaragoza,Mateu Lahoz,ZARAGOZA,3.96,0.02
4355,Sporting de Gijón,Málaga,2,1,2012-01-15,El Molinón,Gijón,Del Cerro Grande,ASTURIAS,5.514285714285714,4.385714285714286
4356,Barcelona,Betis,4,2,2012-01-15,Camp Nou,Barcelona,Iglesias Villanueva,BARCELONA,7.271428571428572,0.0
4357,Athletic Club,Levante,3,0,2012-01-15,San Mamés,Bilbao,Velasco Carballo,BIZKAIA,7.3,4.066666666666667
4358,Atlético de Madrid,Villarreal,3,0,2012-01-15,Vicente Calderón,Madrid,Turienzo Álvarez,MADRID,1.1846153846153844,2.0
4359,Osasuna,Racing de Santander,0,2,2012-01-15,Reyno de Navarra,Pamplona,Clos Gómez,NAVARRA,-0.36666666666666664,4.433333333333334
4360,Espanyol,Granada,3,0,2012-01-21,Cornellá - El Prat (Cornellá - El Prat),Cornellá de Llobregat,Del Cerro Grande,BARCELONA,11.171428571428569,0.7000000000000001
4361,Racing de Santander,Getafe,1,2,2012-01-21,Campos de Sport de El Sardinero,Santander,González González,CANTABRIA,10.040000000000001,1.6199999999999999
4362,Real Sociedad,Atlético de Madrid,0,4,2012-01-21,Anoeta,San Sebastián,Muñiz Fernández,GIPUZKOA,10.700000000000001,11.450000000000001
4363,Betis,Sevilla,1,1,2012-01-21,Benito Villamarín,Sevilla,Velasco Carballo,SEVILLA,10.059999999999999,0.0
4364,Real Madrid,Athletic Club,4,1,2012-01-22,Santiago Bernabéu,Madrid,Mateu Lahoz,MADRID,6.707692307692307,0.0
4365,Rayo Vallecano,Mallorca,0,1,2012-01-22,Estadio de Vallecas Teresa Rivero,Madrid,Iturralde González,MADRID,6.707692307692307,0.0
4366,Málaga,Barcelona,1,4,2012-01-22,La Rosaleda,Málaga,Undiano Mallenco,MALAGA,12.18,0.0
4367,Osasuna,Valencia,1,1,2012-01-22,Reyno de Navarra,Pamplona,Teixeira Vitienes,NAVARRA,10.54,1.28
4368,Levante,Zaragoza,0,0,2012-01-22,Ciutat de Valencia (Ciutat de Valencia),Valencia,Fernández Borbalán,VALENCIA,11.466666666666667,0.0
4369,Villarreal,Sporting de Gijón,3,0,2012-01-23,El Madrigal,Villarreal,Álvarez Izquierdo,CASTELLON,11.149999999999999,0.0
4370,Espanyol,Mallorca,1,0,2012-01-28,Cornellá - El Prat,Cornellá de Llobregat,Iglesias Villanueva,BARCELONA,6.771428571428571,2.5142857142857147
4371,Villarreal,Barcelona,0,0,2012-01-28,El Madrigal,Villarreal,Teixeira Vitienes,CASTELLON,7.266666666666666,0.03333333333333333
4372,Real Madrid,Zaragoza,3,1,2012-01-28,Santiago Bernabéu (Santiago Bernabéu),Madrid,Iturralde González,MADRID,3.569230769230769,0.11538461538461539
4373,Rayo Vallecano,Athletic Club,2,3,2012-01-28,Estadio de Vallecas Teresa Rivero,Madrid,Paradas Romero,MADRID,3.569230769230769,0.11538461538461539
4374,Racing de Santander,Valencia,2,2,2012-01-29,Campos de Sport de El Sardinero,Santander,Álvarez Izquierdo,CANTABRIA,6.32,1.2200000000000002
4375,Real Sociedad,Sporting de Gijón,5,1,2012-01-29,Anoeta (Anoeta),San Sebastián,González González,GIPUZKOA,4.016666666666667,5.6499999999999995
4376,Málaga,Sevilla,2,1,2012-01-29,La Rosaleda (La Rosaleda),Málaga,Muñiz Fernández,MALAGA,12.68,0.0
4377,Betis,Granada,1,2,2012-01-29,Benito Villamarín,Sevilla,Turienzo Álvarez,SEVILLA,7.58,0.0
