,EquipoAnf,EquipoVis,ResulAnf,ResulVis,Fecha,Estadio,Ciudad,Arbitro,Provincia,tmed,prec
6056,Espanyol,Sevilla,1,0,2016-05-01,Power8 Stadium,Cornellá de Llobregat,Martínez Munuera,BARCELONA,13.016666666666667,0.0
6057,Athletic Club,Celta de Vigo,2,1,2016-05-01,San Mamés,Bilbao,Estrada Fernández,BIZKAIA,11.4,0.0
6058,Valencia,Villarreal,0,2,2016-05-01,Camp de Mestalla,Valencia,Del Cerro Grande,VALENCIA,13.971428571428573,0.0
6059,Málaga,Levante,3,1,2016-05-02,La Rosaleda,Málaga,Bikandi Garrido,MALAGA,16.3,0.0
6060,Barcelona,Espanyol,5,0,2016-05-08,Camp Nou,Barcelona,Gil Manzano,BARCELONA,14.783333333333333,2.216666666666667
6061,Villarreal,Deportivo de La Coruña,0,2,2016-05-08,El Madrigal,Villarreal,Estrada Fernández,CASTELLON,10.925,15.274999999999999
6062,Eibar,Betis,1,1,2016-05-08,Estadio Municipal de Ipurua,Eibar,Martínez Munuera,GIPUZKOA,17.3,3.35
6063,Real Sociedad,Rayo Vallecano,2,1,2016-05-08,Anoeta,San Sebastián,Jaime Latre,GIPUZKOA,17.3,3.35
6064,Las Palmas,Athletic Club,0,0,2016-05-08,Estadio de Gran Canaria,Las Palmas de Gran Canaria,Pérez Montero,LAS PALMAS,20.433333333333334,1.1222222222222222
6065,Real Madrid,Valencia,3,2,2016-05-08,Estadio Santiago Bernabeu,Madrid,Fernández Borbalán,MADRID,8.958333333333334,16.85
6066,Getafe,Sporting de Gijón,1,1,2016-05-08,Coliseum Alfonso Pérez,Getafe,Álvarez Izquierdo,MADRID,8.958333333333334,16.85
6067,Celta de Vigo,Málaga,1,0,2016-05-08,Balaidos,Vigo,Del Cerro Grande,PONTEVEDRA,13.6,10.9
6068,Sevilla,Granada,1,4,2016-05-08,Estadio Ramón Sánchez-Pizjuán,Sevilla,Undiano Mallenco,SEVILLA,14.960000000000003,30.380000000000003
6069,Levante,Atlético de Madrid,2,1,2016-05-08,Ciutat de Valencia,Valencia,González González,VALENCIA,16.37142857142857,8.514285714285714
6070,Valencia,Real Sociedad,0,1,2016-05-13,Camp de Mestalla,Valencia,Velasco Carballo,VALENCIA,18.52857142857143,0.19999999999999998
6071,Deportivo de La Coruña,Real Madrid,0,2,2016-05-14,Estadio Municipal de Riazor,La Coruña,Mateu Lahoz,A CORUÑA,12.588888888888887,1.2777777777777777
6072,Athletic Club,Sevilla,3,1,2016-05-14,San Mamés,Bilbao,Álvarez Izquierdo,BIZKAIA,14.8,2.55
6073,Granada,Barcelona,0,3,2016-05-14,Estadio Nuevo Los Carmenes,Granada,Hernández Hernández,GRANADA,15.88,0.0
6074,Atlético de Madrid,Celta de Vigo,2,0,2016-05-14,Vicente Calderón,Madrid,Fernández Borbalán,MADRID,11.218181818181819,1.3181818181818181
6075,Sporting de Gijón,Villarreal,2,0,2016-05-15,El Molinón,Gijón,Undiano Mallenco,ASTURIAS,13.581818181818182,0.35454545454545455
6076,Espanyol,Eibar,4,2,2016-05-15,Power8 Stadium,Cornellá de Llobregat,Melero López,BARCELONA,17.53333333333333,0.0
6077,Rayo Vallecano,Levante,3,1,2016-05-15,Estadio de Vallecas,Madrid,Clos Gómez,MADRID,13.809090909090907,0.07272727272727272
6078,Málaga,Las Palmas,4,1,2016-05-15,La Rosaleda,Málaga,De Burgos Bengoetxea,MALAGA,18.73333333333333,0.0
6079,Betis,Getafe,2,1,2016-05-15,Benito Villamarín,Sevilla,Gil Manzano,SEVILLA,16.9,0.0
6080,Deportivo de La Coruña,Eibar,2,1,2016-08-19,Estadio Municipal de Riazor,La Coruña,Melero López,A CORUÑA,19.2625,0.08750000000000001
6081,Málaga,Osasuna,1,1,2016-08-19,La Rosaleda,Málaga,Jaime Latre,MALAGA,30.433333333333326,0.0
6082,Barcelona,Betis,6,2,2016-08-20,Camp Nou,Barcelona,Undiano Mallenco,BARCELONA,25.583333333333332,1.9000000000000001
6083,Granada,Villarreal,1,1,2016-08-20,Estadio Nuevo Los Carmenes,Granada,Estrada Fernández,GRANADA,26.5,0.0
6084,Sevilla,Espanyol,6,4,2016-08-20,Estadio Ramón Sánchez-Pizjuán,Sevilla,González González,SEVILLA,28.080000000000002,0.0
6085,Sporting de Gijón,Athletic Club,2,1,2016-08-21,El Molinón,Gijón,Clos Gómez,ASTURIAS,17.072727272727274,0.0
6086,Real Sociedad,Real Madrid,0,3,2016-08-21,Anoeta,San Sebastián,Martínez Munuera,GIPUZKOA,18.2,0.0
6087,Atlético de Madrid,Alavés,1,1,2016-08-21,Vicente Calderón,Madrid,Iglesias Villanueva,MADRID,23.150000000000002,0.0
6088,Celta de Vigo,Leganés,0,1,2016-08-22,Balaidos,Vigo,Munuera Montero,PONTEVEDRA,26.4,0.0
6089,Valencia,Las Palmas,2,4,2016-08-22,Camp de Mestalla,Valencia,Bikandi Garrido,VALENCIA,24.84285714285715,0.0
6090,Espanyol,Málaga,2,2,2016-08-26,Power8 Stadium,Cornellá de Llobregat,Gil Manzano,BARCELONA,24.033333333333335,0.0
6091,Betis,Deportivo de La Coruña,0,0,2016-08-26,Benito Villamarín,Sevilla,Clos Gómez,SEVILLA,28.660000000000004,0.0
6092,Eibar,Valencia,1,0,2016-08-27,Estadio Municipal de Ipurua,Eibar,Hernández Hernández,GIPUZKOA,26.0,0.016666666666666666
6093,Leganés,Atlético de Madrid,0,0,2016-08-27,Estadio Municipal de Butarque,Leganés,Sánchez Martínez,MADRID,26.066666666666663,0.0
6094,Real Madrid,Celta de Vigo,2,1,2016-08-27,Estadio Santiago Bernabeu,Madrid,De Burgos Bengoetxea,MADRID,26.066666666666663,0.0
6095,Osasuna,Real Sociedad,0,2,2016-08-27,Estadio El Sadar,Pamplona,Álvarez Izquierdo,NAVARRA,26.883333333333336,0.0
6096,Athletic Club,Barcelona,0,1,2016-08-28,San Mamés,Bilbao,Mateu Lahoz,BIZKAIA,21.360000000000003,1.6
6097,Villarreal,Sevilla,0,0,2016-08-28,El Madrigal,Villarreal,Del Cerro Grande,CASTELLON,24.775,0.975
6098,Las Palmas,Granada,5,1,2016-08-28,Estadio de Gran Canaria,Las Palmas de Gran Canaria,Ocón Arraiz,LAS PALMAS,25.439999999999998,0.0
6099,Alavés,Sporting de Gijón,0,0,2016-08-28,Mendizorrotza,Vitoria,Munuera Montero,ARABA/ALAVA,20.65,0.0
6100,Real Sociedad,Espanyol,1,1,2016-09-09,Anoeta,San Sebastián,Iglesias Villanueva,GIPUZKOA,17.950000000000003,9.083333333333334
6101,Barcelona,Alavés,1,2,2016-09-10,Camp Nou,Barcelona,Melero López,BARCELONA,23.73333333333333,0.11666666666666665
6102,Real Madrid,Osasuna,5,2,2016-09-10,Estadio Santiago Bernabeu,Madrid,Fernández Borbalán,MADRID,22.650000000000002,0.0
6103,Málaga,Villarreal,0,2,2016-09-10,La Rosaleda,Málaga,Undiano Mallenco,MALAGA,26.500000000000004,0.0
6104,Celta de Vigo,Atlético de Madrid,0,4,2016-09-10,Balaidos,Vigo,Jaime Latre,PONTEVEDRA,19.1,0.05
6105,Sevilla,Las Palmas,2,1,2016-09-10,Estadio Ramón Sánchez-Pizjuán,Sevilla,Martínez Munuera,SEVILLA,24.44,0.0
6106,Deportivo de La Coruña,Athletic Club,0,1,2016-09-11,Estadio Municipal de Riazor,La Coruña,Estrada Fernández,A CORUÑA,20.450000000000003,0.125
6107,Sporting de Gijón,Leganés,2,1,2016-09-11,El Molinón,Gijón,Bikandi Garrido,ASTURIAS,20.09,0.0
6108,Granada,Eibar,1,2,2016-09-11,Estadio Nuevo Los Carmenes,Granada,Trujillo Suárez,GRANADA,24.05,0.0
6109,Valencia,Betis,2,3,2016-09-11,Camp de Mestalla,Valencia,González González,VALENCIA,25.357142857142854,0.0
6110,Betis,Granada,2,2,2016-09-16,Benito Villamarín,Sevilla,Del Cerro Grande,SEVILLA,20.66,0.0
6111,Eibar,Sevilla,1,1,2016-09-17,Estadio Municipal de Ipurua,Eibar,Álvarez Izquierdo,GIPUZKOA,15.633333333333333,19.683333333333334
6112,Las Palmas,Málaga,1,0,2016-09-17,Estadio de Gran Canaria,Las Palmas de Gran Canaria,Sánchez Martínez,LAS PALMAS,23.788888888888888,0.0
6113,Atlético de Madrid,Sporting de Gijón,5,0,2016-09-17,Vicente Calderón,Madrid,Ocón Arraiz,MADRID,15.375000000000002,0.0
6114,Leganés,Barcelona,1,5,2016-09-17,Estadio Municipal de Butarque,Leganés,De Burgos Bengoetxea,MADRID,15.375000000000002,0.0
6115,Espanyol,Real Madrid,0,2,2016-09-18,Power8 Stadium,Cornellá de Llobregat,Hernández Hernández,BARCELONA,19.080000000000002,0.0
6116,Athletic Club,Valencia,2,1,2016-09-18,San Mamés,Bilbao,Gil Manzano,BIZKAIA,18.380000000000003,0.96
6117,Villarreal,Real Sociedad,2,1,2016-09-18,El Madrigal,Villarreal,Clos Gómez,CASTELLON,16.85,0.0
6118,Osasuna,Celta de Vigo,0,0,2016-09-18,Estadio El Sadar,Pamplona,Trujillo Suárez,NAVARRA,15.5,2.5666666666666664
6119,Alavés,Deportivo de La Coruña,0,0,2016-09-19,Mendizorrotza,Vitoria,Martínez Munuera,ARABA/ALAVA,12.9,0.05
6120,Málaga,Eibar,2,1,2016-09-20,La Rosaleda,Málaga,Iglesias Villanueva,MALAGA,23.366666666666664,0.0
6121,Sevilla,Betis,1,0,2016-09-20,Estadio Ramón Sánchez-Pizjuán,Sevilla,Estrada Fernández,SEVILLA,23.5,0.0
6122,Barcelona,Atlético de Madrid,1,1,2016-09-21,Camp Nou,Barcelona,Fernández Borbalán,BARCELONA,21.416666666666668,0.0
6123,Real Sociedad,Las Palmas,4,1,2016-09-21,Anoeta,San Sebastián,Munuera Montero,GIPUZKOA,17.15,0.016666666666666666
6124,Granada,Athletic Club,1,2,2016-09-21,Estadio Nuevo Los Carmenes,Granada,Martínez Munuera,GRANADA,20.7,0.0
6125,Real Madrid,Villarreal,1,1,2016-09-21,Estadio Santiago Bernabeu,Madrid,González González,MADRID,18.433333333333334,0.0
6126,Celta de Vigo,Sporting de Gijón,2,1,2016-09-21,Balaidos,Vigo,Melero López,PONTEVEDRA,15.4,0.0
6127,Deportivo de La Coruña,Leganés,1,2,2016-09-22,Estadio Municipal de Riazor,La Coruña,Undiano Mallenco,A CORUÑA,17.2625,0.0875
6128,Osasuna,Espanyol,1,2,2016-09-22,Estadio El Sadar,Pamplona,Bikandi Garrido,NAVARRA,18.849999999999998,0.0
6129,Valencia,Alavés,2,1,2016-09-22,Camp de Mestalla,Valencia,Jaime Latre,VALENCIA,22.571428571428573,0.0
6130,Betis,Málaga,1,0,2016-09-23,Benito Villamarín,Sevilla,Álvarez Izquierdo,SEVILLA,21.32,0.0
6131,Sporting de Gijón,Barcelona,0,5,2016-09-24,El Molinón,Gijón,Del Cerro Grande,ASTURIAS,16.672727272727272,5.0272727272727264
6132,Athletic Club,Sevilla,3,1,2016-09-24,San Mamés,Bilbao,Hernández Hernández,BIZKAIA,21.58,0.0
6133,Eibar,Real Sociedad,2,0,2016-09-24,Estadio Municipal de Ipurua,Eibar,Sánchez Martínez,GIPUZKOA,20.833333333333332,0.0
6134,Las Palmas,Real Madrid,2,2,2016-09-24,Estadio de Gran Canaria,Las Palmas de Gran Canaria,Estrada Fernández,LAS PALMAS,23.7875,0.0
6135,Espanyol,Celta de Vigo,0,2,2016-09-25,Power8 Stadium,Cornellá de Llobregat,Undiano Mallenco,BARCELONA,20.7,5.533333333333334
6136,Villarreal,Osasuna,3,1,2016-09-25,El Madrigal,Villarreal,Ocón Arraiz,CASTELLON,18.45,0.05
6137,Leganés,Valencia,1,2,2016-09-25,Estadio Municipal de Butarque,Leganés,Fernández Borbalán,MADRID,18.725,0.0
6138,Atlético de Madrid,Deportivo de La Coruña,1,0,2016-09-25,Vicente Calderón,Madrid,Gil Manzano,MADRID,18.725,0.0
6139,Alavés,Granada,3,1,2016-09-26,Mendizorrotza,Vitoria,González González,ARABA/ALAVA,16.5,0.0
6140,Real Sociedad,Betis,1,0,2016-09-30,Anoeta,San Sebastián,Trujillo Suárez,GIPUZKOA,21.26666666666667,6.116666666666667
6141,Deportivo de La Coruña,Sporting de Gijón,2,1,2016-10-01,Estadio Municipal de Riazor,La Coruña,De Burgos Bengoetxea,A CORUÑA,15.2375,0.0625
6142,Granada,Leganés,0,1,2016-10-01,Estadio Nuevo Los Carmenes,Granada,Jaime Latre,GRANADA,19.919999999999998,0.0
6143,Osasuna,Las Palmas,2,2,2016-10-01,Estadio El Sadar,Pamplona,Iglesias Villanueva,NAVARRA,17.966666666666665,0.21666666666666667
6144,Sevilla,Alavés,2,1,2016-10-01,Estadio Ramón Sánchez-Pizjuán,Sevilla,Mateu Lahoz,SEVILLA,22.740000000000002,0.0
6145,Espanyol,Villarreal,0,0,2016-10-02,Power8 Stadium,Cornellá de Llobregat,Munuera Montero,BARCELONA,21.283333333333335,1.2833333333333334
6146,Real Madrid,Eibar,1,1,2016-10-02,Estadio Santiago Bernabeu,Madrid,Martínez Munuera,MADRID,17.400000000000002,0.0
6147,Málaga,Athletic Club,2,1,2016-10-02,La Rosaleda,Málaga,Del Cerro Grande,MALAGA,22.13333333333333,0.0
6148,Celta de Vigo,Barcelona,4,3,2016-10-02,Balaidos,Vigo,Bikandi Garrido,PONTEVEDRA,14.45,0.0
6149,Valencia,Atlético de Madrid,0,2,2016-10-02,Camp de Mestalla,Valencia,Clos Gómez,VALENCIA,21.6,0.0
6150,Las Palmas,Espanyol,0,0,2016-10-14,Estadio de Gran Canaria,Las Palmas de Gran Canaria,Fernández Borbalán,LAS PALMAS,22.875,0.075
6151,Barcelona,Deportivo de La Coruña,4,0,2016-10-15,Camp Nou,Barcelona,Sánchez Martínez,BARCELONA,17.583333333333332,0.0
6152,Atlético de Madrid,Granada,7,1,2016-10-15,Vicente Calderón,Madrid,De Burgos Bengoetxea,MADRID,10.866666666666667,0.016666666666666666
6153,Leganés,Sevilla,2,3,2016-10-15,Estadio Municipal de Butarque,Leganés,Ocón Arraiz,MADRID,10.866666666666667,0.016666666666666666
6154,Betis,Real Madrid,1,6,2016-10-15,Benito Villamarín,Sevilla,Gil Manzano,SEVILLA,16.34,0.0
6155,Sporting de Gijón,Valencia,1,2,2016-10-16,El Molinón,Gijón,Munuera Montero,ASTURIAS,14.590909090909088,3.7636363636363637
6156,Athletic Club,Real Sociedad,3,2,2016-10-16,San Mamés,Bilbao,González González,BIZKAIA,18.68,0.6599999999999999
6157,Villarreal,Celta de Vigo,5,0,2016-10-16,El Madrigal,Villarreal,Estrada Fernández,CASTELLON,15.65,0.05
6158,Alavés,Málaga,1,1,2016-10-16,Mendizorrotza,Vitoria,Hernández Hernández,ARABA/ALAVA,13.05,0.0
6159,Eibar,Osasuna,2,3,2016-10-17,Estadio Municipal de Ipurua,Eibar,Melero López,GIPUZKOA,17.2,4.8999999999999995
6160,Osasuna,Betis,1,2,2016-10-21,Estadio El Sadar,Pamplona,Del Cerro Grande,NAVARRA,12.416666666666666,2.05
6161,Espanyol,Eibar,3,3,2016-10-22,Power8 Stadium,Cornellá de Llobregat,Gil Manzano,BARCELONA,14.85,1.5666666666666667
6162,Real Sociedad,Alavés,3,0,2016-10-22,Anoeta,San Sebastián,Clos Gómez,GIPUZKOA,13.733333333333334,0.0
6163,Granada,Sporting de Gijón,0,0,2016-10-22,Estadio Nuevo Los Carmenes,Granada,Bikandi Garrido,GRANADA,17.240000000000002,0.36
6164,Valencia,Barcelona,2,3,2016-10-22,Camp de Mestalla,Valencia,Undiano Mallenco,VALENCIA,18.414285714285715,0.7571428571428572
6165,Villarreal,Las Palmas,2,1,2016-10-23,El Madrigal,Villarreal,Jaime Latre,CASTELLON,15.433333333333335,0.2333333333333333
6166,Real Madrid,Athletic Club,2,1,2016-10-23,Estadio Santiago Bernabeu,Madrid,Iglesias Villanueva,MADRID,11.149999999999999,21.75
6167,Málaga,Leganés,4,0,2016-10-23,La Rosaleda,Málaga,Trujillo Suárez,MALAGA,20.55,5.883333333333333
6168,Celta de Vigo,Deportivo de La Coruña,4,1,2016-10-23,Balaidos,Vigo,Álvarez Izquierdo,PONTEVEDRA,13.2,3.4000000000000004
6169,Sevilla,Atlético de Madrid,1,0,2016-10-23,Estadio Ramón Sánchez-Pizjuán,Sevilla,Martínez Munuera,SEVILLA,16.0,29.04
6170,Leganés,Real Sociedad,0,2,2016-10-28,Estadio Municipal de Butarque,Leganés,Hernández Hernández,MADRID,16.874999999999996,0.0
6171,Sporting de Gijón,Sevilla,1,1,2016-10-29,El Molinón,Gijón,Iglesias Villanueva,ASTURIAS,14.518181818181818,0.2090909090909091
6172,Barcelona,Granada,1,0,2016-10-29,Camp Nou,Barcelona,Martínez Munuera,BARCELONA,16.5,0.016666666666666666
6173,Atlético de Madrid,Málaga,4,2,2016-10-29,Vicente Calderón,Madrid,Estrada Fernández,MADRID,15.874999999999998,0.0
6174,Alavés,Real Madrid,1,4,2016-10-29,Mendizorrotza,Vitoria,Sánchez Martínez,ARABA/ALAVA,13.35,0.0
6175,Athletic Club,Osasuna,1,1,2016-10-30,San Mamés,Bilbao,Munuera Montero,BIZKAIA,13.0,0.27999999999999997
6176,Eibar,Villarreal,2,1,2016-10-30,Estadio Municipal de Ipurua,Eibar,Fernández Borbalán,GIPUZKOA,12.733333333333334,0.016666666666666666
6177,Las Palmas,Celta de Vigo,3,3,2016-10-30,Estadio de Gran Canaria,Las Palmas de Gran Canaria,Melero López,LAS PALMAS,24.100000000000005,0.12222222222222223
6178,Betis,Espanyol,0,1,2016-10-30,Benito Villamarín,Sevilla,De Burgos Bengoetxea,SEVILLA,18.5,0.0
6179,Deportivo de La Coruña,Valencia,1,1,2016-10-31,Estadio Municipal de Riazor,La Coruña,González González,A CORUÑA,17.0,0.042857142857142864
6180,Málaga,Sporting de Gijón,3,2,2016-11-04,La Rosaleda,Málaga,Gil Manzano,MALAGA,21.2,0.9666666666666668
6181,Real Sociedad,Atlético de Madrid,2,0,2016-11-05,Anoeta,San Sebastián,Álvarez Izquierdo,GIPUZKOA,12.549999999999999,42.73333333333333
6182,Granada,Deportivo de La Coruña,1,1,2016-11-05,Estadio Nuevo Los Carmenes,Granada,Undiano Mallenco,GRANADA,15.540000000000001,6.359999999999999
6183,Las Palmas,Eibar,1,0,2016-11-05,Estadio de Gran Canaria,Las Palmas de Gran Canaria,Del Cerro Grande,LAS PALMAS,22.299999999999997,3.855555555555555
6184,Osasuna,Alavés,0,1,2016-11-05,Estadio El Sadar,Pamplona,Ocón Arraiz,NAVARRA,10.02,16.339999999999996
6185,Espanyol,Athletic Club,0,0,2016-11-06,Power8 Stadium,Cornellá de Llobregat,Trujillo Suárez,BARCELONA,12.116666666666667,3.983333333333334
6186,Villarreal,Betis,2,0,2016-11-06,El Madrigal,Villarreal,Bikandi Garrido,CASTELLON,11.275,0.0
6187,Real Madrid,Leganés,3,0,2016-11-06,Estadio Santiago Bernabeu,Madrid,Mateu Lahoz,MADRID,6.258333333333333,0.6
6188,Celta de Vigo,Valencia,2,1,2016-11-06,Balaidos,Vigo,Clos Gómez,PONTEVEDRA,8.7,0.7
6189,Sevilla,Barcelona,1,2,2016-11-06,Estadio Ramón Sánchez-Pizjuán,Sevilla,Jaime Latre,SEVILLA,12.059999999999999,0.0
6190,Betis,Las Palmas,2,0,2016-11-18,Benito Villamarín,Sevilla,González González,SEVILLA,12.6,0.06
6191,Deportivo de La Coruña,Sevilla,2,3,2016-11-19,Estadio Municipal de Riazor,La Coruña,Mateu Lahoz,A CORUÑA,11.475000000000001,24.3875
6192,Barcelona,Málaga,0,0,2016-11-19,Camp Nou,Barcelona,De Burgos Bengoetxea,BARCELONA,13.383333333333333,0.016666666666666666
6193,Eibar,Celta de Vigo,1,0,2016-11-19,Estadio Municipal de Ipurua,Eibar,Munuera Montero,GIPUZKOA,12.419999999999998,0.06000000000000001
6194,Atlético de Madrid,Real Madrid,0,3,2016-11-19,Vicente Calderón,Madrid,Fernández Borbalán,MADRID,6.125,5.0
6195,Sporting de Gijón,Real Sociedad,1,3,2016-11-20,El Molinón,Gijón,Martínez Munuera,ASTURIAS,12.29090909090909,16.80909090909091
6196,Athletic Club,Villarreal,1,0,2016-11-20,San Mamés,Bilbao,Sánchez Martínez,BIZKAIA,14.84,3.88
6197,Valencia,Granada,1,1,2016-11-20,Camp de Mestalla,Valencia,Hernández Hernández,VALENCIA,14.071428571428571,1.9714285714285713
6198,Alavés,Espanyol,0,1,2016-11-20,Mendizorrotza,Vitoria,Melero López,ARABA/ALAVA,10.9,6.3
6199,Leganés,Osasuna,2,0,2016-11-21,Estadio Municipal de Butarque,Leganés,Iglesias Villanueva,MADRID,7.483333333333333,1.6500000000000001
6200,Eibar,Betis,3,1,2016-11-25,Estadio Municipal de Ipurua,Eibar,Ocón Arraiz,GIPUZKOA,8.083333333333334,0.0
6201,Espanyol,Leganés,3,0,2016-11-26,Power8 Stadium,Cornellá de Llobregat,Martínez Munuera,BARCELONA,11.666666666666666,0.6499999999999999
6202,Real Madrid,Sporting de Gijón,2,1,2016-11-26,Estadio Santiago Bernabeu,Madrid,Hernández Hernández,MADRID,6.576923076923076,29.592307692307692
6203,Málaga,Deportivo de La Coruña,4,3,2016-11-26,La Rosaleda,Málaga,Bikandi Garrido,MALAGA,13.616666666666665,31.55
6204,Sevilla,Valencia,2,1,2016-11-26,Estadio Ramón Sánchez-Pizjuán,Sevilla,Del Cerro Grande,SEVILLA,12.3,8.175
6205,Villarreal,Alavés,0,2,2016-11-27,El Madrigal,Villarreal,Undiano Mallenco,CASTELLON,9.7,23.275
6206,Real Sociedad,Barcelona,1,1,2016-11-27,Anoeta,San Sebastián,Gil Manzano,GIPUZKOA,10.049999999999999,0.0
6207,Osasuna,Atlético de Madrid,0,3,2016-11-27,Estadio El Sadar,Pamplona,Mateu Lahoz,NAVARRA,9.0,1.1166666666666667
6208,Celta de Vigo,Granada,3,1,2016-11-27,Balaidos,Vigo,Trujillo Suárez,PONTEVEDRA,10.2,0.0
6209,Las Palmas,Athletic Club,3,1,2016-11-28,Estadio de Gran Canaria,Las Palmas de Gran Canaria,Álvarez Izquierdo,LAS PALMAS,20.25714285714286,0.2
6210,Barcelona,Real Madrid,1,1,2016-12-03,Camp Nou,Barcelona,Clos Gómez,BARCELONA,9.016666666666666,0.0
6211,Granada,Sevilla,2,1,2016-12-03,Estadio Nuevo Los Carmenes,Granada,González González,GRANADA,10.25,4.75
6212,Leganés,Villarreal,0,0,2016-12-03,Estadio Municipal de Butarque,Leganés,Melero López,MADRID,7.369230769230768,8.884615384615383
6213,Atlético de Madrid,Espanyol,0,0,2016-12-03,Vicente Calderón,Madrid,Jaime Latre,MADRID,7.369230769230768,8.884615384615383
6214,Sporting de Gijón,Osasuna,3,1,2016-12-04,El Molinón,Gijón,De Burgos Bengoetxea,ASTURIAS,12.236363636363636,0.03636363636363637
6215,Athletic Club,Eibar,3,1,2016-12-04,San Mamés,Bilbao,Estrada Fernández,BIZKAIA,14.219999999999999,0.0
6216,Betis,Celta de Vigo,3,3,2016-12-04,Benito Villamarín,Sevilla,Sánchez Martínez,SEVILLA,14.52,7.3199999999999985
6217,Valencia,Málaga,2,2,2016-12-04,Camp de Mestalla,Valencia,Iglesias Villanueva,VALENCIA,13.700000000000001,23.871428571428567
6218,Alavés,Las Palmas,1,1,2016-12-04,Mendizorrotza,Vitoria,Fernández Borbalán,ARABA/ALAVA,9.100000000000001,0.35
6219,Deportivo de La Coruña,Real Sociedad,5,1,2016-12-05,Estadio Municipal de Riazor,La Coruña,Munuera Montero,A CORUÑA,15.58888888888889,0.0
6220,Málaga,Granada,1,1,2016-12-09,La Rosaleda,Málaga,Álvarez Izquierdo,MALAGA,16.016666666666666,0.0
6221,Real Sociedad,Valencia,3,2,2016-12-10,Anoeta,San Sebastián,Estrada Fernández,GIPUZKOA,13.0,0.0
6222,Las Palmas,Leganés,1,1,2016-12-10,Estadio de Gran Canaria,Las Palmas de Gran Canaria,Gil Manzano,LAS PALMAS,20.0,0.0
6223,Real Madrid,Deportivo de La Coruña,3,2,2016-12-10,Estadio Santiago Bernabeu,Madrid,Jaime Latre,MADRID,8.841666666666667,0.0
6224,Osasuna,Barcelona,0,3,2016-12-10,Estadio El Sadar,Pamplona,Martínez Munuera,NAVARRA,4.983333333333333,0.0
6225,Espanyol,Sporting de Gijón,2,1,2016-12-11,Power8 Stadium,Cornellá de Llobregat,Del Cerro Grande,BARCELONA,11.25,0.0
6226,Eibar,Alavés,0,0,2016-12-11,Estadio Municipal de Ipurua,Eibar,Trujillo Suárez,GIPUZKOA,9.816666666666668,0.0
6227,Celta de Vigo,Sevilla,0,3,2016-12-11,Balaidos,Vigo,Undiano Mallenco,PONTEVEDRA,13.5,0.0
6228,Betis,Athletic Club,1,0,2016-12-11,Benito Villamarín,Sevilla,Mateu Lahoz,SEVILLA,12.3,0.06000000000000001
6229,Villarreal,Atlético de Madrid,3,0,2016-12-12,El Madrigal,Villarreal,Hernández Hernández,CASTELLON,8.775,0.0
6230,Alavés,Betis,1,0,2016-12-16,Mendizorrotza,Vitoria,Iglesias Villanueva,ARABA/ALAVA,5.9,1.05
6231,Sporting de Gijón,Villarreal,1,3,2016-12-17,El Molinón,Gijón,Bikandi Garrido,ASTURIAS,8.69090909090909,0.0
6232,Granada,Real Sociedad,0,2,2016-12-17,Estadio Nuevo Los Carmenes,Granada,Ocón Arraiz,GRANADA,7.419999999999999,11.440000000000001
6233,Atlético de Madrid,Las Palmas,1,0,2016-12-17,Vicente Calderón,Madrid,Melero López,MADRID,7.991666666666666,0.016666666666666666
6234,Sevilla,Málaga,4,1,2016-12-17,Estadio Ramón Sánchez-Pizjuán,Sevilla,Clos Gómez,SEVILLA,9.92,0.52
6235,Deportivo de La Coruña,Osasuna,2,0,2016-12-18,Estadio Municipal de Riazor,La Coruña,Sánchez Martínez,A CORUÑA,9.966666666666667,0.0
6236,Barcelona,Espanyol,4,1,2016-12-18,Camp Nou,Barcelona,Mateu Lahoz,BARCELONA,8.533333333333331,0.0
6237,Leganés,Eibar,1,1,2016-12-18,Estadio Municipal de Butarque,Leganés,González González,MADRID,5.558333333333334,0.075
6238,Athletic Club,Celta de Vigo,2,1,2016-12-19,San Mamés,Bilbao,Martínez Munuera,BIZKAIA,7.640000000000001,4.14
6239,Espanyol,Deportivo de La Coruña,1,1,2017-01-06,Power8 Stadium,Cornellá de Llobregat,De Burgos Bengoetxea,BARCELONA,6.966666666666668,0.0
6240,Real Sociedad,Sevilla,0,4,2017-01-07,Anoeta,San Sebastián,Martínez Munuera,GIPUZKOA,2.2833333333333337,0.0
6241,Eibar,Atlético de Madrid,0,2,2017-01-07,Estadio Municipal de Ipurua,Eibar,Gil Manzano,GIPUZKOA,2.2833333333333337,0.0
6242,Las Palmas,Sporting de Gijón,1,0,2017-01-07,Estadio de Gran Canaria,Las Palmas de Gran Canaria,Munuera Montero,LAS PALMAS,19.7375,0.0
6243,Real Madrid,Granada,5,0,2017-01-07,Estadio Santiago Bernabeu,Madrid,Bikandi Garrido,MADRID,5.538461538461538,0.0
6244,Athletic Club,Alavés,0,0,2017-01-08,San Mamés,Bilbao,Del Cerro Grande,BIZKAIA,5.540000000000001,0.0
6245,Villarreal,Barcelona,1,1,2017-01-08,Estadio de La Cerámica,Villarreal,Iglesias Villanueva,CASTELLON,6.3999999999999995,0.0
